id,label,transcription
7c97dc20-a92a270b.mp3,neutral,"Y, tal como estaba previsto, se ha creado la comisión interministerial, tras la confirmación de este primer caso, para coordinar la actuación desde los distintos departamentos."
7119ba5a-afc17053.mp3,neutral,Casi un millón y medio de personas trabajan en nuestro país más de 50 horas a la semana.
30889ba5-6830d7a3.mp3,disgust,"de medidas económicas y fiscales, ¿por qué pudiendo haber un acuerdo ha decidido la FEMM?"
6009cb72-e18a3c30.mp3,disgust,Lo que tienen que hacer es presentar una reforma constitucional y no seguir subvertiendo la legalidad cobardemente por la puerta de atrás.
9fd83e7b-b6ef9e70.mp3,neutral,"Una colección compuesta por 57 piezas con mucha personalidad, pensada para todo tipo de mujeres todoterreno que buscan comodidad en su día a día pero sin perder la elegancia."
c2855ec8-e1b666d1.mp3,neutral,"La ciudad de Zaporilla, en el sureste del país, ha vuelto a despertar con el sonido atronador de las bombas."
b4e606dd-cb50f00a.mp3,disgust,"Y, claro, no será el primero, no va a ser la primera unidad de prototerapia por méritos propios y, gracias a la puñalada de Sánchez, tampoco va a ser el único."
8121bb90-c31b3918.mp3,anger,"La ley distingue entre víctimas de primera y víctimas de segunda. Solo son víctimas aquellos que ha dicho Zuloaga que sean víctimas, aquellos que el PSOE ha dicho que sean víctimas."
05c7c422-fdd6d8d5.mp3,disgust,porque si no se hace ni se reclama en forma legal
2b8737ec-633281d6.mp3,neutral,El próximo día 16 de julio se celebrará la ceremonia de estado en homenaje a los 27.000 compatriotas que han perdido la vida y también
29fbaa1a-6fe06d44.mp3,neutral,"El plan de ahorro de energía ha entrado en vigor esta semana. Aunque España no dependa energéticamente de Rusia, las de nuestro país serán las medidas más duraderas y tendrán las sanciones más severas de Europa."
5d9bba2c-7e437f64.mp3,joy,En Zapeando queremos ayudar a 2 nuestros espectadores
6d4dfa14-9b52fb72.mp3,neutral,"El Gobierno ha aprobado hoy el incremento, también importante, del 0,25% en las retribuciones salariales de los trabajadores de la función pública."
a4be7887-5ccf373c.mp3,neutral,Controversia en Bosnia y Herzegovina alrededor de un líder prorruso. Los partidos de de la oposición han salido a las calles por segunda vez en una semana para protestar.
3cca670c-0de92325.mp3,disgust,"Por tanto, nos han dejado desprotegidos absolutamente a los melienses. Hay una absoluta dejación de funciones por parte del Gobierno de la Ciudad."
f2d05739-3b7b1a04.mp3,anger,la no politización de nuestro patrimonio lingüístico.
7c9b7116-dc04fec1.mp3,disgust,Es un político del PSOE quien toma esa decisión.
b4424f61-c56b621b.mp3,neutral,"Los herederos de José Antonio, primo de Rivera, han pedido que se exumen los restos del fundador de la Falange, enterrados en la Basílica del Valle de los Caídos, junto a la tumba."
2629b863-da565c82.mp3,neutral,"Los problemas con los trenes en Extremadura reabren el debate sobre la España a dos velocidades. No es lo mismo viajar en una comunidad que en otra. Un ejemplo muy claro con prácticamente los mismos kilómetros. Valencia, Madrid. Son dos horas y sin embargo Santiago de Compostela, Oviedo."
b6e42eab-668769bc.mp3,disgust,"Entre los requisitos que se piden también está la experiencia en control financiero, valorada con dos puntos, cuando entre las funciones del puesto nada se dice del control financiero."
d25fb36b-e1758cce.mp3,joy,"viajar al lado de Javier Cámbara y de Fernando Tejero. Es un honor te venero. Como actor, Javier, lo sabes."
66895fbf-59f38d1a.mp3,neutral,Irán pagará con más sanciones europeas por haber suministrado drones que amicace a Rusia para la guerra en Ucrania.
5882f170-81b586e3.mp3,anger,"Un programa ideológico de recortes salvajes en los servicios públicos, en la educación pública, en la sanidad pública, en la dependencia, en los servicios sociales."
f7dae61e-46c001cd.mp3,neutral,"Y, en tercer lugar, proteger a toda la población respaldando las medidas de higiene básicas con nuevas medidas de máximo distanciamiento social que eviten los encuentros entre personas y reduzcan en consecuencia las posibilidades de transmisión."
ed4f91cb-481ea2ec.mp3,neutral,de la crisis.
d1704e96-7c5ac5b2.mp3,neutral,"Los ocho nietos de la reina Isabel II, encabezados por el príncipe Guillermo y su hermano Enrique,"
8c833274-692124f0.mp3,neutral,"Resultados de las elecciones municipales parciales celebradas el jueves en el Reino Unido que otorgan a los laboristas el control de la mayoría de los distritos de Londres, la capital británica."
50bfb2c0-f41149e3.mp3,neutral,"en el caso de la pandemia,"
edadc01b-7f854dae.mp3,neutral,Es la carretera construida sobre la lava del volcán de La Palma tras las lluvias de estas últimas horas. Precipitaciones que tienen a Canarias en alerta máxima.
e1f25bbc-b5f814e9.mp3,neutral,"Sus vecinos ocupan, destrozan las zonas comunes, les escupen, como han visto, y amenazan a diario. Les hacen la vida imposible. Ainua y su madre viven en Calera y Chozas, en Toledo, y están tan asustadas que han llegado a dormir con un bate de béisbol."
34fec6c9-4596ad0d.mp3,disgust,Aquí hay demasiado técnicos sentados en muchos escaños.
efd8032c-1c1f18c8.mp3,joy,"Quiero dar las gracias a Televisión Española, que es donde me he hecho mayor, aunque no lo aparente. Gracias a mi equipo, sobre todo a Albert, que está aquí conmigo hoy, a Silvia, a Ana, a Martín y a Jacob. Sin ellos esto no sería posible."
2a427778-ce4e7caa.mp3,neutral,"Según el INE, la población española creció en más de 50.000 personas en 2021 y eso compensa en número la pérdida de personas durante la pandemia, Lucía."
6ea6a4e2-aee79bfc.mp3,neutral,"Adolfo Izquierdo, Valero, sabemos que Bélgica no es el único país europeo que hace esta huelga por primera vez."
4b717c83-f61684cb.mp3,neutral,La Unión Europea está trabajando en su séptimo paquete de sanciones contra Rusia tras el anuncio del presidente Putin de que apoyará cuatro referéndums ilegales en Ucrania.
c936caa1-792e0f71.mp3,sadness,de juicios y de sendencia que condujeron a su muerte
6eba18ac-d29dcd05.mp3,neutral,"Bueno, vamos a ver a los presos en mítines, por lo tanto, y a Ciudadanos acudir a esos mítines a pesar del confinamiento, Sandra Izquierdo, porque la Generalitat no lo prohíbe."
86e86a14-00a16a8d.mp3,joy,"Quiero agradecer a nuestro presidente y a los miembros de la Academia, al director Alex de la Iglesia, al equipo de la productora de Enrique Cerezo y a todos los que han participado"
486cf04d-e836fdb1.mp3,sadness,"Bueno, también a mis compañeros que desde Independiente hasta hace poco..."
dafd05d4-096575b8.mp3,joy,"Y que es un honor y un gusto recibir este premio si es un privilegio poder trabajar con las condiciones económicas, humanas y artísticas con las que nosotros pudimos trabajar. Y quiero agradecer a Movistar, a Modproducciones,"
ece1b420-fad7b985.mp3,neutral,Aquí en nuestro país la escalada del precio de la luz no tiene precedentes. Lleva toda esta semana subiendo sin freno y hoy marca otro récord y ya son
1925c560-cdbb5025.mp3,neutral,"A falta de gasolina, coches eléctricos y a falta de electricidad, coches solares. La difícil situación de Venezuela no detuvo el ingenio de Augusto Pradelli, que ha desarrollado vehículos solares por su propia cuenta."
2fcc6945-ddf2c12d.mp3,disgust,"Porque no nos fiamos de Sánchez, ni nos fiamos de los acuerdos de revilla con Sánchez. No nos fiamos. Ya vemos que no han servido para gran cosa."
efa65f4d-b1c8d708.mp3,sadness,"Entonces se vive con mucha tristeza, la tristeza está ahí. Pero llega las navidades, llega la noche de paz."
17ca7b37-c38805bf.mp3,disgust,"Por tanto, es una barbaridad. Y creemos desde el Partido Popular que tendríamos que acordar con los partidos políticos, principalmente con el Partido Socialista, hacer más garantista el procedimiento de voto por correo"
9422e615-3e471ec4.mp3,neutral,Es uno de los llamados conflictos congelados de la antigua Unión Soviética y que ahora la guerra en Ucrania podría reactivar.
84442d07-36d35567.mp3,sadness,Juan Dolorosa es la decisión que tomo.
12a3be71-3faefd9a.mp3,neutral,Los datos se irán transmitiendo a medida que se vayan cerrando las mesas y estarán disponibles en los canales de difusión que haya establecido cada comunidad autónoma a partir de las
4cc42114-27633260.mp3,neutral,"Han hecho que las calles estén llenas hoy, Adolfo Izquierdo."
8ea66284-5c6f0af4.mp3,neutral,Los sectores que están más afectados son el de la hostelería y el comercio. Están en una situación crítica y ojo porque...
10173118-32824d52.mp3,neutral,"En el primer hotel medicalizado y pensado para esos turistas que cuando llegan a Madrid den positivo en coronavirus, aquí es donde van a pasar la cuarentena."
501342fd-76e6ebe7.mp3,sadness,y me dijo que como yo fuera a la boda me daba una paliza que la barriga la sacaba por la boca. Yo no pude ir a la boda de mi hijo. Mi hijas fueron a la boda de su hermano y lloraban como niños chicos de vez que no estaba ni su madre delante.
efb5e7d9-775933df.mp3,sadness,"y nada, estoy muy agradecido porque me trataron muy bien"
a1201993-4f34ac91.mp3,anger,"La semana pasada estuvimos acompañando a los monitores del Patronato de Puertas, aquí en las Puertas del Ayuntamiento, porque han visto recortadas sus horarios, sus horas de trabajo."
38c4d5f8-026b94d5.mp3,fear,No sé lo que me está ocurriendo. Estoy cambiando. Puedo sentirlo.
76ba44d6-53ed66fb.mp3,disgust,es poner en jaque la viabilidad del proyecto y acabar con su carácter de referencia nacional. Se ponga como se ponga y diga lo que diga Miguel Ángel Remilla.
364d4741-53e9b167.mp3,disgust,"Se va el señor Iglesias, pero Unidas Podemos sigue en el Consejo de Ministros. El señor Iglesias"
2e9aeb82-723b8084.mp3,neutral,Las consecuencias económicas del coronavirus están dejando muy tocado también el mercado laboral. Hoy hemos conocido un dato demoledor. La pandemia ha destruido casi todo el empleo que se creó en España en los dos últimos años.
8f56eb65-4b1b1393.mp3,neutral,En este juzgado se libra un pulso entre los medios de comunicación y los fiscales que investigan a Trump.
d04539f8-81a29fa3.mp3,disgust,es capaz de decir a ciencia cierta.
062402c3-42e59147.mp3,neutral,"Torre del Burgo, en Guadalajara, muchos ya lo conocen como Torre del Búlgaro. Es el pueblo con mayor porcentaje de inmigrantes de España. Son búlgaros la mayoría de sus 500 habitantes."
9f1db1bf-1695ed75.mp3,anger,¿Sabes que va a estar eternamente agradecido a esta institución por haberle dado la oportunidad de tener esta trayectoria?
1b4b3984-9c3e972e.mp3,anger,vea desde el parís como ganan marilá 14 sin él sin él en su casa o en el palquito que dónde está el palquito por el campo están modri y está vencedor
d389a459-4cbc84f7.mp3,disgust,quieren turbear porque la constitución lo dice todos los españoles tenemos el deber de conocer el castellano y el derecho a hablarlo si los niños no reciben
6315e83e-772fc7b3.mp3,sadness,"no estaba muerto, pero estaba con herida gravísima."
750d0c3b-aa78f457.mp3,sadness,"Cuando ves cómo reclaman derechos para un asesino, te hierve la sangre, te indignas. Y más cuando ves que de alguna manera,"
218259b0-c819f450.mp3,anger,"La gloria está al alcance de nadie. Y la gloria está en manos de Leo Messi. ¿Cómo tú le vas a vender el alma al diablo? ¿Qué va a hacer en París? ¿Qué va a hacer en París, Messi? ¿Qué va a hacer en Mánchester? ¿Qué va a hacer?"
49b4f477-eda24c4d.mp3,joy,"a todo el equipo de Vez Digital, a Ricardo Viñas por su ayuda, a mis excompañeros y maestros José Antonio Bermúdez y Carlos Garrido, a todos los montadores de sonido y directores"
5d4e46a7-2abf6f6c.mp3,disgust,en el Tribunal Supremo ha ganado que el Gobierno del señor Sánchez
6b758e4a-e52ef76d.mp3,joy,qué maravilla y qué receta más sencilla estamos preparando para esta tarde en el programa de cocina de canal sur aquí en cómetelo vamos a hacer
7fa73987-88d25cbf.mp3,neutral,"a propuesta del Ministerio de Transición Ecológica y Reto Demográfico, que ha dado luz verde para la remisión a las Cortes de la ley que regula el régimen del comercio de derechos de emisión de gases de efecto invernadero."
ec24436e-6a04c84a.mp3,joy,"Así que muchísimas gracias, larga vida a los sondas, larga vida a la radio y larga vida a la publicidad que ocurre en la radio. Muchas gracias."
fdbb1498-747bca58.mp3,anger,usted votó en contra ayer de una iniciativa para prohibir los homenajes y los beneficios penitenciarios a Etarras que no colaboran en establecer.
c361072b-1abcd30e.mp3,anger,"Todas las Administraciones tienen que trabajar conjuntamente, tienen que trabajar unidas."
b9603c6c-09e41db0.mp3,neutral,"Muy buenos días, gracias por su atención."
1914bc39-c8213cde.mp3,disgust,"Fía usted el futuro de nuestra autonomía a la pasiega, el MUPAC y la protonterapia, sus proyectos estrella de esta legislatura"
b1cc57c7-4a0e05b4.mp3,anger,"El informe de la Young Hoskin que lleva la subjetión, falso. El Comité de Expertos de la Desescalada, falso. La mascarilla no es necesaria."
371776df-197bd1fa.mp3,disgust,"y en Castilla y León, pues a ver qué ocurre. Y no sabemos si esto podría ser extensivo a otros ayuntamientos de otras partes de España. A ver, en definitiva, Ciudadanos es un partido"
af02c22f-6b4b1fd9.mp3,joy,en tu agenda como presidente del gobierno de España estará galicia y eso es lo más importante para nosotros. Es muy importante
b091a5c6-e6c8dfef.mp3,neutral,"Conociendo detalles de lo que ha sucedido esta mañana en Algamasía de Alba, en la provincia de Ciudad Real."
1310f336-41ebe116.mp3,sadness,A veces es difícil encontrar explicaciones a ciertas situaciones que se repiten.
0c22c297-a7134aab.mp3,anger,"Entre lo que es ser secretaria de Organización del Partido Socialista y portavoz del Partido Socialista en este Parlamento,"
b5e3af15-566add47.mp3,joy,Defendemos a nuestros agricultores y nuestros ganaderos en Bruselas. Si los defendemos en Bruselas también tenemos que estar hoy aquí con ellos. Defendemos a los agricultores y ganaderos y a todos los que vienen del medio rural cuando les queremos llevar
78a94f39-832e6169.mp3,disgust,a nuestro juicio es un discurso repetitivo.
0cdc60de-ab7a8bb5.mp3,sadness,siempre he soñado jugar al fútbol de los cinco años que es
27f05d14-de63082b.mp3,neutral,Recorremos la frontera de Arizona. Esta parte del muro se construyó en los últimos días de la presidencia de Trump y algunos trozos quedaron sin completar.
4205c421-07e62463.mp3,neutral,"Vamos con otra de las polémicas de la mañana, un documental de la BBC que contradecería la versión oficial del Ministerio de Interior y de Marruecos sobre el salto a la valla de Melilla el pasado mes de junio."
be62c6de-2d8417c4.mp3,neutral,"Los cereales ucranianos seguían saliendo el lunes desde los puertos del Mar Negro, pese a las advertencias de Rusia."
36e890a8-60fa11aa.mp3,neutral,"Rusia fortifica sus posiciones con trincheras como esta y defensas antiataque para impedir o al menos retrasar los contraataques de Ucrania. Según la inteligencia británica, los mercenarios del grupo Wagner han empezado a acabar una línea defensiva de más de 200 kilómetros"
1b68dfe5-b7dc209f.mp3,sadness,"Señora Díaz Ayuso, usted ha recibido, como toda la gente en política, críticas y ataques por parte de sus adversarios. Lo que no sé si ha recibido alguna vez es una súplica. Aquí va una súplica."
6924b961-d13d5c07.mp3,disgust,"El sábado, día después, quedaba el ministro la rueda de prensa con respecto a Marruecos. Es decir, le han dejado de lado. Y eso no es lo importante. Lo importante es que nos han dejado de lado a todos los canarios."
538c5e1d-4efeb23a.mp3,disgust,"al señor Quim Torra, como hizo el otro día Miquel Iceta en el Parlamento de Cataluña. Un Quim Torra, por cierto, que ha despreciado reiteradamente"
ad5d4598-71acfb50.mp3,anger,"las ministras de la era digital, digital puestas por el dedo de Sánchez, que no son capaces de dar respuesta a las necesidades reales de los españoles porque sus políticas no sirven al interés general de España."
1161718a-7974884d.mp3,anger,"de España. Por eso, nosotros somos el partido que estamos con los trabajadores, con los autónomos, con las pymes, con los jóvenes. Por eso no podemos permitir que Alberto Garzón siga"
146cc121-c9034391.mp3,disgust,"Por parte de la reincorporación de algunos trabajadores que ellos habían despedido, o que en este caso el señor Navarro había despedido por motivos de estructura organizativa, pues, mire, yo quiero decirle ya y adelantarles al señor Antonio Navarro y que lo sepan los ciudadanos de Torremolinos"
2744a39e-4f59eb8a.mp3,anger,fallecidos. ¿Por qué somos el país con más sanitarios contagiados?
aed93756-fe401da9.mp3,neutral,"Por cierto, a las puertas de la Semana Santa lo que está aumentando también es la picaresca en el teletrabajo. Hay empresas que de hecho empiezan allá a contratar a detectives para vigilar que sus empleados están donde tienen que estar."
63a25cf9-26bd9239.mp3,sadness,Hoy queremos apoyar a la industria textil española que además se han volcado solidariamente con los más afectados por el COVID19. Es un drama pero casi el 90% de los trabajadores de este sector
105a870b-22b8dbf5.mp3,sadness,"empezar mal, recuperarnos, tener otra vez autobache."
40b879d3-14d3fbfa.mp3,neutral,"Es muy muy difícil visitar hoy Fitur que es una de las ferias turísticas más importantes del mundo, la segunda más importante del mundo que mueve Paz Bailón muchísimo dinero."
780c9ae2-011cec20.mp3,disgust,"en perjuicio del ganadero, que a partir de ahora sí es el que va a pasar a ser especie en estición. Yo creo que es un atentado sin precedentes al medio rural y a la forma de vida del medio rural."
839973a6-2336e957.mp3,neutral,Lituania se dispone a aliviar las restricciones al tránsito de bienes desde Rusia a Kaliningrado.
53d19ff8-8b37f0ad.mp3,joy,"Queridas familias, hoy tenemos doble receta en comételo, doble receta con recetas clásicas valga la redundancia de Rota, en la provincia de Cádiz, que será nuestro lugar que vamos a visitar y a descubrir buenos pescaos."
7f1980ef-c46776af.mp3,neutral,"Y eso va a poner en aprietos a muchos padres trabajadores, Adolfo Izquierdo."
0bd78efc-62b2b84a.mp3,neutral,No se vulneró el derecho a la protección de datos personales ni el de la intimidad del trabajador. El Tribunal Constitucional se apoya en tres argumentos.
dc87541a-2dd3d3c7.mp3,neutral,"Son kilómetros de zonas arrasadas donde solo vemos casas destruidas y ruinas. Estamos en Lima, en el Donbass. Aquí se ha fraguado una de las grandes derrotas rusas de la guerra."
48b87082-45d72b53.mp3,neutral,"Demostraciones de solidaridad para el diputado francés Carlos Martens Vilongo y castigo para Grégoire de Fournaz, otro diputado que interrumpió el discurso del primero para espetarle que debería volver a África."
aeb459de-237080e8.mp3,joy,"Familias, esta tarde tenemos en Cómetelo como es viernes y toca postres y vamos a hacer dos recetas, las dos tremendamente sencillas, quizá una de las tartas más fáciles y más ricas que hay en la cocina. Hablamos de la tarta Banoffee."
fbadf3f5-a4146f90.mp3,anger,"de los 24 compañeros que fueron asesinados por ser del PP, del PP heroico en Cataluña."
67c57d23-4e32bace.mp3,neutral,"de saber hacer cosas menos enciclopédico, menos memorístico, que afecta también a los espacios, a la distribución de los espacios."
8167a404-681ed8f9.mp3,anger,"Porque no podemos permitirnos ni una semana más el caos y el colapso que se está produciendo en la Comunidad de Madrid. Ni una semana más, señor Ayuso. Ni una semana más."
289fc364-cd9e7deb.mp3,sadness,"En los cinco años en los que estuve ejerciendo la prostitución, la policía me detuvo cinco veces y me preguntaban que si tenía jefa, pero yo les decía que no, que estaba con una amiga."
dcb3a604-f57061e6.mp3,neutral,Es la odisea que dicen vivir estos días algunos ciudadanos al colapso que ha sufrido el CEPE en los últimos meses se unen las vacaciones de verano. Hay quien no es capaz de pedir su prestación paz.
fd668f64-2b13a5f2.mp3,joy,"Perfeccione para... Ah, perfeccione. Bueno, será perfecto para..."
a72e6c47-0117951c.mp3,joy,tu orden de prioridades en la vida.
40b36a40-92fac9e3.mp3,anger,"a tomar la palabra dentro de lo que es mantener la cortesía parlamentaria a la que nos llevamos todos los... Disculpe, estoy planteando una cuestión que sucedió en el pleno pasado y me está corriendo el tiempo."
ae4839b0-d3a3c568.mp3,neutral,La asfixia por atragantamiento es la tercera causa de muerte no natural en nuestro país. Solo la superan los suicidios y las caídas.
f34ed682-47551eb2.mp3,neutral,"por parte del Consejo General del Poder Judicial que vayan al Tribunal Constitucional. Creo que es importante que, en fin, dado que el principal partido de la oposición se ha abonado al problema y no a la solución,"
4f4ed10c-bfb937db.mp3,neutral,"Quizás los resultados más nos acompañaban. Hablábamos de lo relevante que era esa fusión entre afición y equipo. Y hoy, al igual que en aquellos tiempos, lo veníamos"
d5d33a37-fb297514.mp3,anger,"Señor Sánchez, quedan muchas incógnitas que usted todavía tiene que despejar sobre las investigaciones del CNI tras el cese de su directora. Lo que no puede negar es que, como presidente, usted estaba al corriente."
d5eec86b-21dc383a.mp3,neutral,"a veces se pueda dar imágenes distintas, la política está llena de humanidad."
dc888416-2f207b24.mp3,neutral,"Suecia tendrá desde el lunes un gobierno en minoría formado por la democracia cristiana, el Partido Liberal y el Partido Moderado."
5e2e7fda-98917a36.mp3,neutral,"Y antes de esa reunión en Moncloa, el líder del Partido Popular asiste a un acto de cara a las elecciones autonómicas. Allí está Sandra Izquierdo. Sandra."
fbdfe25c-52e25ccb.mp3,neutral,El Banco de España alerta de que el crecimiento de la compraventa de criptomonedas puede suponer un riesgo importante para la estabilidad financiera de nuestro país.
4a639ca4-bc8a8576.mp3,joy,"Muchas gracias. Hace cinco años montamos esta agencia Pingüino Torreblanca y en cinco años esta es el tercer premio Ondas que recibimos. Por tanto, es la tercera vez en cinco años que me toca subir aquí a dar un discurso."
0e600b47-bf48a19f.mp3,neutral,"Si me conviene comprar uno de ellos, Adolfo Izquierdo."
b9c0e226-670380ae.mp3,anger,"Desgraciadamente, esta no será la primera ni la última sentencia. Vendrán otras que afectarán también al Partido Socialista y a la gestión de fondos europeos destinados a la formación. Y aquí estaremos nosotros para seguir denunciándolo. Muchas gracias."
de3ae064-4b4c45ef.mp3,disgust,tanto personales como materiales.
6b963bcc-0bf551a0.mp3,joy,"Queridas familias, esta tarde visitamos en Cometelo Rota, la villa de Rota, porque nos han dado un reconocimiento a esta casa, Canal Sur Televisión, y vamos a conocer su mercado de abastos, sus calles, su gastronomía."
88f25d19-37ff50cd.mp3,sadness,hasta que en tres o cuatro días la luz ya estaba en el cielo y me quitaron el respirador. Solo luchaba por poder salir de allí.
b7f50c89-6d7dc521.mp3,neutral,"Rusia cifra en 13 personas las fallecidas como consecuencia del accidente de un caza bombardero ruso que se precipitó el lunes en una zona residencial de la ciudad de Jeisk, junto al mar de Azov, no lejos de la frontera ucraniana."
4f4d1c72-7dcad5ab.mp3,anger,"Señoría, nada sabemos del Pacto de Rentas y me preocupa la hipoteca que van a dejar ustedes, se están dejando ya. Pero, mire, moralmente es inaceptable."
4a7e0a06-5a6d48d4.mp3,sadness,"y yo no les dije nada. Tenía miedo de hablar por el yuyu, vudú. Una mujer policía me dijo que si no decía la verdad me deportarían a Nigeria y yo le dije que no decía la verdad porque no quería morir."
afbd2903-78fa6343.mp3,anger,"ni se ha enterado de dónde hemos estado y dónde nos hemos jugado el pellejo muchos de los de este grupo parlamentario haciendo cooperación en el terreno, no desde el cómodo sillón del Ministerio."
ce79b034-b4a5c229.mp3,neutral,"Mientras Putin sigue elevando la tensión, hoy ha decretado la ley marcial en las cuatro provincias que se anexionó ilegalmente tras los referéndums de septiembre."
38d1ae4c-5858fe72.mp3,neutral,El presidente ruso Vladimir Putin ha escenificado este viernes la anexión ilegal de cuatro territorios ucranianos ocupados.
fd4a9dba-b872dc58.mp3,disgust,Por esos cántabros y sus familias que se encuentran…
d6e5ca61-38e15a67.mp3,sadness,Me acercó y en penas le iba a hacer sexo oral que tardé como unos 4 segundos porque en serio era tanto el asco que tenía que sentía que si me vomitaba me iba a pegar.
f8bda682-26ab9f77.mp3,disgust,"Si el voto del centro derecha hubiera estado unido como lo hacemos en torno a Navarra Suma en estos momentos, hoy en este Ayuntamiento de Pamplona no gobernaría Bildu ni Joseba Asirón sería el alcalde de Pamplona."
a4936082-202c9d14.mp3,disgust,"Pues estamos en un momento clave, en un momento de grave riesgo. El gobierno de Sánchez y de Iglesias nos quiere expropiar"
c5b72756-0005051b.mp3,sadness,"Yo intuía que sí, que era atentado porque, al haber habido dos explosiones, estaba claro que... Entonces yo sabía que había habido alguien que lo había provocado. Yo, de hecho, iba maldiciendo a esta gente. ¿Por qué hacen eso? O sea, iba como un poco de..."
7eab6cdf-a30cebd0.mp3,anger,"Porque no juegan al equipo más grande de la historia y solo por eso tienes que amar al Madrid toda tu vida, coño. Y presumir y poner el cuadro del Madrid cuando entres en tu casa, aunque veas en Italia. Me da igual."
c579466a-9cbc68fc.mp3,sadness,"y otra porque muchas de las personas cuidadoras son también personas mayores, casi siempre mujeres, que encima están sufriendo"
1e88eb9b-8332f6f5.mp3,neutral,por el posicionamiento que requería el rival y la verdad que estoy muy muy satisfecho con lo que se hizo en muy
d35f946d-258a71e9.mp3,joy,"Querida familia, hoy tenemos plato completísimo en Canal Sur porque vamos a preparar en Cómetelo."
5e7379f4-b47fe9b7.mp3,neutral,"¿Qué tal está? Buenas tardes. Ella desapareció hace ahora año y medio y hoy ya sabemos que murió al poco tiempo de haber desaparecido, en octubre de 2017. En el momento todo indica que estamos ante otro crimen machista. Sandra Izquierdo."
9ff19a01-e9f9e00a.mp3,disgust,"Esta segunda oleada del coronavirus ha pillado a Pedro Sánchez de vacaciones en Lanzarote, igual que la primera oleada le pilló convocando a las manifestaciones del 8 de marzo."
b0021ae6-85945a7a.mp3,disgust,que le han hecho llegar al concejal delegado una carta reclamándole no solamente este tipo de protección sino también los test diagnósticos para saber si están contagiados.
358cf4d9-57a4163a.mp3,sadness,y han tenido que venir la policía nacional y la guardia civil para
